,IMG_NUM,SOURCE_DATASET,AB,AC,AD,AE,BC,BD,BE,CD,CE,DE,TARGET
23,157,B,225.71885167172013,165.89454481688057,25.80697580112788,6.082762530298219,531.7612246111971,28.844410203711913,390.46254621922446,277.4058398808504,13.601470508735444,174.1551032843999,medium
24,397,B,464.4071489544492,137.93114224133723,21.93171219946131,329.4738229359049,420.83963691648626,518.6520991955975,287.7168747223562,433.84905209070126,586.305381179467,283.98943642325855,medium
25,234,B,721.7929065874782,212.7580785775243,70.0,320.4777683397087,236.92192806914264,593.7078406084933,241.40422531513403,86.70063436907483,110.00454536063498,434.15204709870943,medium
26,79,B,397.57389250301634,128.15615474880636,22.80350850198276,465.7778440415559,276.8429157482633,103.09219175087898,84.38601779915912,140.356688476182,161.27616066858735,192.4266093865399,medium
27,127,B,143.13629868066312,186.14241859393576,71.19691004531025,160.0312469488381,102.59142264341595,487.06570398663877,343.77027212951384,507.66622893393253,195.2434377898525,203.5018427434995,medium
28,43,B,168.04761230080004,4.0,384.55168703309573,450.45976512891804,24.698178070456937,223.51733713517615,62.289646009589745,343.98401125633734,297.1952220342716,296.98653168115214,medium
29,337,B,276.00724628168734,574.3117620247734,59.0592922409336,426.10444728962875,77.62087348130012,36.40054944640259,671.4439663888566,328.4448203275552,839.2002144899631,415.26015941816524,medium
30,273,B,300.8205445111753,460.7168327725828,50.15974481593781,279.15766154630256,90.60353193998566,30.4138126514911,439.9659077701362,182.54314558481784,259.12352266824405,245.55243839147678,medium
31,48,B,249.9039815609187,19.209372712298546,54.20332093147061,260.2710126003278,503.0248502807789,38.27531841800928,309.1876452900407,265.34505836740203,502.0776832323859,248.90962215229848,medium
32,399,B,602.0705938675297,335.49068541466244,563.2983223834418,17.029386365926403,33.52610922848042,227.0704736419951,348.832337950483,204.0,94.36630754670864,391.21477477211926,medium
33,213,B,460.2195128414266,320.78185734233784,343.05247412021384,92.11405973031478,265.70660511172844,558.7459172110343,199.86495440671933,263.75936002348806,168.50519279832298,357.8407467016578,medium
34,11,B,325.123053627392,20.248456731316587,52.3450093132096,18.973665961010276,36.40054944640259,294.95931922894044,677.9771382576259,64.62197768561404,368.63532115086315,156.01281998605114,medium
35,5,B,555.389052826935,56.515484603779164,278.6323742855449,339.4849039353591,231.76712450216058,593.5604434259412,14.142135623730951,329.13978793211857,24.186773244895647,532.6584271369411,medium
36,160,B,154.7384890710776,284.6840353795766,185.71483516402236,79.32212806020776,292.18145047213386,20.12461179749811,33.83784863137726,70.00714249274856,517.706480546651,242.66849816158668,medium
37,14,B,339.2889623904674,161.62301816263673,92.19544457292888,90.24965373894794,433.4016612796956,597.4520901294095,137.56816492197603,210.03809178337153,146.21901381147393,315.9192934912333,medium
38,229,B,46.647615158762406,154.01298646542764,30.4138126514911,219.69296757065302,122.80065146407001,173.02600960549256,432.75512706379345,420.61145966319083,415.865362827923,284.29737951659,medium
39,17,B,358.75479090877656,56.43580423808985,131.47243057006287,613.974755181351,238.19529802244207,97.9081201943945,66.49060083951716,97.0,465.8594208556912,338.58529206095176,medium
40,386,B,376.0438804182299,150.0966355385756,18.384776310850235,39.81205847478876,31.32091952673165,236.1778990506944,588.7648087309567,67.0,370.563085047607,225.22211259110415,sparse
41,233,B,396.7581127084864,193.18902660347973,139.5886814895821,740.6247362868729,596.8123658236314,260.7757657452088,199.61963831246663,295.1135374732918,893.8260457158317,585.8131101298434,sparse
42,144,B,498.992985922648,67.4166151627327,291.547594742265,854.4430934825326,612.6867062373722,104.47966309287182,411.34049156386243,411.8859065323794,899.4676203177077,513.2562712719641,sparse
43,232,B,524.2022510443846,90.44888059008801,687.592902813867,393.35734389992007,201.4671189052943,169.00295855398508,618.5806333858181,393.02162790360535,441.78048847815813,574.7990953367968,sparse
44,332,B,644.6285752276267,311.64242329952447,926.0032397351534,502.8846786292062,272.0918962409575,281.215220071745,514.8222994393308,458.38193681688637,251.19912420229494,514.1984052872976,sparse
45,285,B,447.33209140413794,124.23365083583433,244.55878638887626,628.9117585162485,212.07781590727495,424.45376662246736,41.10960958218893,348.60436027106715,379.35207920874774,572.5120086076797,sparse
46,293,B,151.79591562357663,180.9447429465692,130.17680284904833,487.59922067205974,630.2420170061656,322.0636583037583,272.0091910211859,407.4432475817951,863.0851638164104,400.47596681948346,sparse
47,244,B,139.83204210766573,356.4547657136877,504.36593858031296,74.96665925596525,591.5006339810634,143.024473430249,386.15670394284234,986.5586652602065,286.02797066021355,750.6030908542809,sparse
48,255,B,721.8400099745095,505.83099944546694,152.10851389715174,284.6137733842127,309.4285054742048,909.9302171045865,438.22026425075325,670.2156369408282,177.04519197086375,415.43832273876706,sparse
49,95,B,326.0567435278712,74.84650960465692,672.6856621037794,214.28252378577213,96.317184344228,171.82840277439584,187.29655629509048,389.5253521916128,96.62815324738438,629.2098219195248,sparse
50,42,B,367.78390394360656,324.2221460665511,541.052677657176,122.06555615733703,51.088159097779204,486.231426380484,242.26638231500465,649.8099722226491,50.93132631298737,576.4199857742617,sparse
51,83,B,615.0292675962665,273.99452549275503,79.1012010022604,103.01941564578979,197.25364381932212,423.70980635335786,773.1474632953276,74.06078584514209,423.0011820314454,199.44924166313595,sparse
52,256,B,305.0,671.2763961290461,85.7962703152066,775.7686510809779,72.99315036357864,58.008620049092706,402.59408838183407,413.0302652348857,351.0056979594491,630.9714732061981,sparse
53,76,B,354.9704213029587,92.07062506576133,245.98577194626523,233.36237914453991,169.61426826773743,651.0522252477139,222.12158832495322,308.4623153644542,167.40967713964446,698.685193774707,sparse
54,328,B,251.5094431626773,589.0551756839083,720.7170041007774,197.31446981911895,59.16924876994806,419.38645662443605,134.40610105199838,430.15462336234395,291.6659047609096,262.3451924468981,sparse
55,288,B,484.06611118730467,41.7612260356422,220.41097976280582,290.38767191463205,245.3263133053607,758.1688466298256,303.2639114698615,314.02547667346994,235.0914715594762,548.8023323565599,sparse
56,13,B,282.63934616397626,196.08671551127577,64.8459713474939,19.1049731745428,669.2144648765446,37.8549864614954,495.4069034642129,428.7248534899744,17.804493814764857,251.54323684011064,sparse
57,158,B,375.479693192588,273.0659261057666,457.4505437749528,207.74022239325728,687.9425848135875,322.8327740487325,375.53295461250804,699.486240036214,448.5822109714116,258.11818998280614,sparse
58,373,B,305.45867150892934,705.524627493612,54.08326913195984,109.62207806824317,167.6305461424021,140.57738082636197,527.503554490394,485.64390246352315,927.3758677041365,276.3222756130964,sparse
59,6,B,120.59850745345068,390.5700961415249,506.02964340046327,368.1480680378481,58.309518948453004,311.3872187486185,467.91559067848976,81.05553651663777,748.8658090739622,728.29732939233,sparse
